name,price,bottle,type_wine,region,grapes,producer,wine_description,tasting_descr,tasting_view,tasting_bouquet,tasting_mouth,serving_storage_conditions,serve_temperature,food_pairing,alergens,alcohol_content,production,winemaking_info,vessel_material,aging_period,casks_age,casks_wood,more_winemaking_info,vineyards,type_agriculture,vineyard_age,soil_type,climate,orientation,surface,customer_reviews,customer_reviews_number,last_score_parker,last_score_penin,last_score_year,image,url,year,last_score_parker_num
Estones PX 2019,£23.15,,White wine,Terra Alta ,Pedro Ximénez,Estones Vins,"Estones Vins is a micro-vinification project which began as a form of ‘amusement’ for two friends who shared the same approach to wine: Salvi Moliner, winemaker at Oriol Rossell, and sommelier Sergi Montalà.

They could both count on extensive experience in the wine world and, passionate about their profession, they longed to be able to have their own wines. Thus the project started with their first wine, Secret de Mas Sersal, which soon had its name changed to Estones, and...",,,,,,,,Contains sulfites,14.0,,,,,,,,,,,,,,,5.0,2,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/estpx19_anv800.png,https://www.vinissimus.com/en/wine/estones-px/,2019.0,
Sanmarti 1018 Garnatxa i Sumoll 2016,£22.40,,Red wine,Pla de Bages ,"Garnacha, Cariñena",Celler Sanmartí,,,Garnet / Quite opaque / Bright / Clean,Mature / ripe / Varietal aromas / Dried flowers / Figs / Fruit aromas / Red fruit / Graphite,Sweet / Warm / With volume / Good acidity / Crunchy / Fruit notes / Cherries / Long / Fresh,,,,Contains sulfites,14.5,,,Wood,12 months,Oak,,,,,80 years,,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/sgxsm16_anv800.png,https://www.vinissimus.com/en/wine/sanmarti-garnatxa-i-sumoll/,2016.0,
Callejuela Oloroso El Cerro (0.5 L),£54.65,,Oloroso sherry,Jerez-Manzanilla ,Palomino Fino,Callejuela,"The Oloroso El Cerro, amongst the oldest and most special wines made by Bodega Callejuela, obtained the distinction of being named the best fortified wine of 2015 by El Mundo Vino. It's a wine that had already started its formation when Francisco Blanco was running the winery: it's over 20 years old. The grapes come from the estate vineyards surrounding the winery. It's bottled en rama (in as natural a state as possible) with minimal filtration.
On the nose it's generous and rich in fruit aromas (figs, dates and dried apricots), caramel and beeswax. Hints of leather, toasted almonds and warm spices like vanilla and cinnamon. On the palate it's intense, with a perfect balance between acidity and sweetness. The spices become cooler, now evocative of cloves and pepper. The oak comes out in a toasty and subtly caramel finish.","The history of Bodega Callejuela dates back to around 1980, when Francisco Blanco Martínez, descended from vine growers and having 20 years of experience in the wine world, began producing artisan grape juice to sell to other wineries and small quantities of wine for personal consumption.

Francisco, father of the current managers, started at that time to buy vineyards in the Marco de Jerez region. In 1997, they moved to Pago del Hornillo, one of Sanlúcar's highest areas, and...",,,,,Serve between 12ºC and 14ºC,,Contains sulfites,21.0,,,,,,,,,,,,,,,4.0,1,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cajcerr_anv800.png,https://www.vinissimus.com/en/wine/callejuela-oloroso-el-cerro/,,
Cantallops Xarel·lo d'AT Roca 2019,£26.20,,White wine,Penedès ,Xarel·lo,AT Roca,,,Straw yellow / Clean / Bright / Golden glints / Abundant tears,Higly aromatic / Elegant / Frank / Fruit aromas / Fresh fruit / Aniseed aromas / Smoky notes / Confectionery notes,Fruit-forward / Fresh fruit / Confectionery notes / Butter / Smoky notes / Pleasant finish / Long finish / Persistent,,,,Contains sulfites,13.0,,,,,,,,,Organic,,,,,,4.7,3,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/atrxa19_anv800.png,https://www.vinissimus.com/en/wine/cantallops-xarel-lo-d-at-roca/,2019.0,
Albamar PAI 2020,£20.50,,White wine,Rías Baixas ,Albariño,Bodegas Albamar,"Albamar Pai is the mixture of Albariños from different plots, just like Albamar, only that it has a few more months of rest with its lees. One part of the coupage performs the malolactic in stainless steel, another in fudres and another part without.","The last economic crisis led to Xurxo Alba giving up his job as a consultant oenologist and devoting his work to his own vineyards and winery instead. White wines from Rías Baixas and Valdeorras and reds from Ribeira Sacra, Xurxo's wines always strongly express the character of their terroir. In the renowned area of Salnés, for example, he makes the most of the qualities of granite soils and the nearby sea to create fresh and lively wines. Wherever he works, Xurxo...",,,,,Serve between 6ºC and 8ºC,,Contains sulfites,13.0,"6,000  bottles",,25 years,Sand,Atlantic,,,,,,,,,,0.0,0,92,,2020.0,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/albpa20_anv800.png,https://www.vinissimus.com/en/wine/albamar-edicion-pai/,2020.0,92.0
Oriol Artigas SOS #9 Succés Vinícola 2020,£18.95,,White wine,Wines without GI ,Macabeo,Oriol Artigas Viticultor,,,,,,,,,Contains sulfites,11.5,,,Fibra de vidrio ,7 months,,,,,,40 years,Calcareous-clay,Mediterranean,North,,4.0,1,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/oa9sv20_anv800_1630403329.png,https://www.vinissimus.com/en/wine/oriol-artigas-sos-9-succes-vinicola/,2020.0,
Metamòrphika Muscat Brisat 2020,£28.45,,Orange wine,Catalunya ,Muscat Blanc à Petits Grains,Costador Terroirs Mediterranis,"Probably not everyone knows that Catalonia, in the hinterland of the Tarragona hills, hides one of the areas traditionally best suited to orange wines produced using ancestral methods. In the municipality of Barberà de la Conca, the Costador Terroirs Mediterranis winery has the merit of having brought to light this heritage of ancient traditions, offering a range centred on risk, experimentation and uncompromising quality. Extreme soils, limestone...",,Straw yellow,Muscatel / Floral notes / Peach / Orange / Ginger / Spices,Exotic / Vibrant / Mineral / Fresh / Fine / Persistent,,Serve between 8ºC and 10ºC,,Contains sulfites,11.5,,,Amphoras,,,,,,,Mediterranean,,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/metmu20_anv800.png,https://www.vinissimus.com/en/wine/metamorphika-muscat-brisat/,2020.0,
La Furtiva Tossal 2019,£29.30,,White wine,Wines without GI ,White Grenache,La Furtiva ,,,,,,,,,Contains sulfites,12.0,,,Sandy loam / Calcareous-clay,,,,,,,,,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/lftss19_anv800.png,https://www.vinissimus.com/en/wine/la-furtiva-tossal/,2019.0,
Bicicletas y Peces Rosado Pálido 2017,£13.25,,Rosé wine,Somontano ,Tempranillo,Family Owned Wineries,"Family Owned Wineries is a project which started out in 2013 as a collaboration between two families with a long tradition in winemaking; the team of oenologists from Celler Tianna Negre, in Binissalem on the island of Mallorca, alongside the wide-reaching knowledge and experience of the Gil family from Bodegas Juan Gil in Murcia.

The result of their work is a new style of wines; well-made wines using the grapes most representative of the different appellations in Spain....",,Pale pink / Crystal-clear,Higly aromatic / Floral scents / Violets / Fruit aromas / Red fruit / Sandalwood,Elegant / Smooth / Harmonious / Attractive / Persistent,,,,Contains sulfites,13.5,,,,,,,,,,,,,,,3.7,3,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/bicro17_anv800.png,https://www.vinissimus.com/en/wine/bicicletas-y-peces-rosado-palido/,2017.0,
Lagunilla Optimus 2016,£48.10,,Red wine,Rioja ,"Tempranillo, Syrah, Merlot, Cabernet Sauvignon",Bodegas Lagunilla,,,Picota cherry red / Dark / Garnet glints,Fruit aromas / Ripe fruit / Herbaceous notes / Aromatic herbs,Structured / Balanced / Ripe tannins / Intense / Pleasant / Flavoursome,,18ºC,,Contains sulfites,14.0,,,18 months,New,French oak,,,,,,,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/lgopt16_anv800.png,https://www.vinissimus.com/en/wine/lagunilla-optimus/,2016.0,
Castelo do Papa 2017,£22.40,,White wine,Valdeorras ,Godello,Compañía de Vinos del Atlántico,,,Straw yellow / Clean / Bright,Floral scents / Fruit aromas / Quince / Apricot,Medium-bodied / Pleasantly textured / Crunchy / Profound / deep / Tasty / Fresh / Vibrant,,,,Contains sulfites,13.5,,,,,,,,,,,,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cpapa17_anv800.png,https://www.vinissimus.com/en/wine/castelo-do-papa/,2017.0,
Calvente Finca La Guindalera 2017,£17.75,,White wine,Granada ,Muscat of Alexandria,Bodega Horacio Calvente,"A wine from the VT Granada Suroeste (Southwest), made from grapes of the Muscat of Alexandria variety, grown in vineyards that average some 40 years-old, situated at an altitude of 900 metres in the Sierra de Cázulas.  An excellent opportunity to become acquainted with a dry Moscatel from Andalucía.",,,,,,Serve between 6ºC and 8ºC,,Contains sulfites,12.5,,,,,,,,,,,,,,,5.0,1,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/calvb17_anv800.png,https://www.vinissimus.com/en/wine/calvente-finca-la-guindalera/,2017.0,
Pere Ventura Vintage Rosé 2016,£39.50,,Cava,DO Cava ,Pinot Noir,Caves Pere Ventura,,,Fuchsia red / Orangey glints / Clean / Bright / Fine and persistent bubbles,Pure / Suggestive / Fruit aromas / Fruits of the forest / Floral scents / Rose petals,Delicate / Ageing notes / Fruit notes / Balsamic notes / Forest fruits / Pomegranate / Confectionery notes / Complex / Elegant / Mineral notes,,Serve between 7ºC and 8ºC,,Contains sulfites,12.0,,,,,,,,,,,,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/pcvrs16_anv800.png,https://www.vinissimus.com/en/cava/pere-ventura-vintage-rose/,2016.0,
Viña Somoza Ededia 2018,£31.55,,White wine,Valdeorras ,Godello,Viña Somoza,,,Straw yellow / Clean / Bright,Higly aromatic / Powerful / Fruit aromas / Apple / Mineral notes / Dry stone,With volume / Good acidity / Mineral notes / Fruit notes / Crunchy,,,,Contains sulfites,13.0,,,,,,,,,,,,,,,3.0,2,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/ededi18_anv800.png,https://www.vinissimus.com/en/wine/vina-somoza-ededia/,2018.0,
Luis Alegre Koden 2018,£12.65,,Red wine,Rioja ,Tempranillo,Bodegas Luis Alegre,"Following its founding in 1968, Bodegas Luis Alegre at first focused on the production of young wines and crianza wines which are not only still being produced but have improved to the point they are now considered among the best in Spain in their range: Carbonic Maceration, Rosé, White, and Crianza Limited Edition. Under the guidance of Alex Simó, in 1999 the winery started a new project researching the soil-types and micro-climates of some...",,Crimson red / Bluish glints,Aromatic / Red fruit / Violets / Toasty notes / Vanilla,Complex / Powerful / Enveloping / Fresh,,Serve between 15ºC and 17ºC,,Contains sulfites,13.0,,,9 months,New,Oak,,,,,Between 20 and 25 years,Limestone,Atlantic with Mediterranean influence,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/lkode18_anv800.png,https://www.vinissimus.com/en/wine/luis-alegre-koden/,2018.0,
Exopto Cuvée Paola 2012,£37.40,,Red wine,Rioja ,"Graciano, Tempranillo, Garnacha",Bodegas Exopto,"Tom Puyaubert arrived in Spain early in the year 2000 from his native Bordeaux, as a sales rep for a famous French cooperage, but coming into daily contact with some of the country’s best winemakers made him feel not only more passionate about wine but also in particular for La Rioja, its vineyards, its wine-growing culture...
In 2003 he founded Bodegas Exopto and since then his project has continued to make good progress, producing wines with personality, always using...",,Ruby red / Dark / Bright,Aromatic / Fruit aromas / Fruits of the forest / Blackberries / Blueberries / Floral scents / Violets,Smooth / Fruit notes / Black fruit / Velvety tannins / Fresh / Long finish / Persistent,,16ºC,,Contains sulfites,14.0,,,,,,,,,,,,,,,0.0,0,94,,2012.0,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/excpa12_anv800.png,https://www.vinissimus.com/en/wine/exopto-cuvee-paola/,2012.0,94.0
Metamòrfic Carinyena 2017,£33.65,,Red wine,Catalunya ,Cariñena,Costador Terroirs Mediterranis,"Probably not everyone knows that Catalonia, in the hinterland of the Tarragona hills, hides one of the areas traditionally best suited to orange wines produced using ancestral methods. In the municipality of Barberà de la Conca, the Costador Terroirs Mediterranis winery has the merit of having brought to light this heritage of ancient traditions, offering a range centred on risk, experimentation and uncompromising quality. Extreme soils, limestone...",,Madder purple / Ruby-red rim,Black fruits / Candied orange / Mountain herbs / Earth,Concentrated / Flavoursome / Mineral / Elegant,,Serve between 16ºC and 17ºC,,Contains sulfites,14.5,,,Unfiltered,,,,,,,65 years,Llicorella,Mediterranean,1.00 hectares,,5.0,1,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/metca17_anv800.png,https://www.vinissimus.com/en/wine/metamorphika-carinyena/,2017.0,
El Corazón de la Tierra 2013,£27.50,,Red wine,Ribera del Duero ,Tempranillo,Bodegas Virgen de la Asunción,Prepared from strains between 770 and 90 years old.,,,,,,,,Contains sulfites,14.0,,,,,,,,,,,,,,,0.0,0,90,,2013.0,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cozti13_anv800.png,https://www.vinissimus.com/en/wine/el-corazon-de-la-tierra/,2013.0,90.0
Suertes del Marqués Vidonia V.P. 2020,£64.90,,White Wine,Valle de La Orotava ,Listán Blanco,Bodega Suertes del Marqués,"Bodega Soagranorte lies in 9 hectares of vineyards, situated on the island of Tenerife and right in the middle of La Orotava (Las Suertes), a famous wine-growing area.  The estate extends over lands that vary in altitude from 350 to almost 700 metres above sea level.The majority of the vineyard site is taken up with centuries-old vines of the Listán Negro and Blanc grape varieties, grown on a multiple cordon system; in the rest of the vineyard there is a mixture of both young...",,,,,,,,Contains sulfites,12.5,"1,290  bottles",,11 months,New,French oak,,,,,Clay / Sand,Northeast / Northwest,,,,0.0,0,96,,2020.0,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/vdnvp20_anv800_1644340468.png,https://www.vinissimus.com/en/wine/suertes-del-marques-vidonia-v-p/,2020.0,96.0
Agustí Torelló Mata Xic Vermell 2019,£11.00,,Rosé wine,Penedès ,Xarel·lo Vermell,Cavas Agustí Torelló,"Agustí Torelló Mata was a pioneer, setting up his own Cava winery in 1959. Ever since then, his name has virtually become a synonym for Cava, thanks to his top quality sparkling wines. The family's commitment to this endeavour and the constant effort and work of an excellent team of professionals have achieved, year after year, the miracle of sparkling wines with a unique personality, producing complex and exceptional Cavas from the very best grapes.

The winery itself is in...",,Pink / Salmon / Bright,Fragrant / White fruit / Dried flowers / Herbaceous notes,Fresh / Smooth / Slight bitterness,,Serve between 6ºC and 8ºC,,Contains sulfites,11.5,,,Stainless steel,,,,,,Organic,Calcareous-clay,Mediterranean,,,,4.0,4,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/atmv19_anv800.png,https://www.vinissimus.com/en/wine/agusti-torello-mata-xic-vermell/,2019.0,
Tinto Pesquera Millenium Gran Reserva 2015,£83.60,,Red wine,Ribera del Duero ,Tempranillo,Tinto Pesquera,"Alejandro Fernández has been intrinsically linked to vine-growing in the Ribera del Duero region for nearly 40 years, following in his father's footsteps and the family tradition. When his first 'Tinto' was released in 1975, he had fulfilled his ambition, perhaps unwittingly then, to produce a great wine. This is the original, his flagship winery, which helped to secure the successful fortunes of a nascent wine-producing DO, where the Tempranillo grape variety has always...",,Picota cherry red / Violet glints / Ruby-red rim / Bright,Fruit aromas / Spicy notes / Red fruit / Balsamic notes,Balanced / Warm / Elegant / Good entry / Fine / Long finish / Persistent,,Serve between 17ºC and 18ºC,,Contains sulfites,14.0,,,,,,,,,,,,,,,5.0,1,,93.0,2015.0,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/tpmr15_anv800.png,https://www.vinissimus.com/en/wine/tinto-pesquera-millenium-reserva/,2015.0,
